IdSupplier	OriginalSupplierName	SupplierName
44792	"CORNET TECHNOLOGY, INC. DBA CTI"	CORNET TECHNOLOGY DBA CTI
44793	EPISERVER PTY LTD	EPISERVER AUSTRALIA
44794	GITLAB INC	GITLAB
44795	HAL GROUP PTY LIMITED	HAL GROUP
44796	HIND & HIND PTY LIMITED	HIND & HIND
44797	"IN *PROTEOME SOFTWARE, IN"	"IN *PROTEOME SOFTWARE, IN"
44798	INTERNATIONAL INSTITUTE OF DATA & ANALYTICS PTY LTD	INTERNATIONAL INSTITUTE OF DATA & ANALYTICS
44799	JETBRAINS S.R.O.	JETBRAINS
44800	KLEW PTY. LTD.	KLEW
44801	"KLUGER, KYLIE"	"KLUGER, KYLIE"
44802	OBSERVATOR INSTRUMENTS PTY LTD	OBSERVATOR INSTRUMENTS
44803	OPTUM HEALTH & TECHNOLOGY (AUSTRALIA) PTY LTD	OPTUM HEALTH & TECHNOLOGY
44804	PAN MACMILLAN AUSTRALIA PTY LTD	PAN MACMILLAN AUSTRALIA
44805	PINDOCK CONSULTING PTY LTD	PINDOCK CONSULTING
44806	PLANDO HUMAN CAPITAL PTY LTD	PLANDO HUMAN CAPITAL
44807	SWINNERTON FAMILY TRUST	SWINNERTON FAMILY TRUST
44808	SYNCFUSION INC	SYNCFUSION
44809	THE D & C RICHARDSON FAMILY TRUST & THE DMR FAMILY TRUST	THE D & C RICHARDSON FAMILY TRUST & THE DMR FAMILY TRUST
44810	THE TRUSTEE FOR AMARONE TRUST & OTHERS OTHERS	THE TRUSTEE FOR AMARONE TRUST & OTHERS OTHERS
44811	THE TRUSTEE FOR FYSHWICK SUPERSTORE NO 2 TRUST	THE TRUSTEE FOR FYSHWICK SUPERSTORE NO 2 TRUST
44812	THE TRUSTEE FOR HOSMER FAMILY TRUST	THE TRUSTEE FOR HOSMER FAMILY TRUST
44813	THE TRUSTEE FOR LAYER 127 UNIT TRUST	THE TRUSTEE FOR LAYER 127 UNIT TRUST
44814	"YOUNG, ANDREW"	"YOUNG, ANDREW"
44815	APPLIANCES ONLINE PTY LIMITED	APPLIANCES ONLINE
44816	AUSTRALIAN RADIATION PROTECTION AND NUCLEAR SAFETY AGENCY (ARPANSA)	AUSTRALIAN RADIATION PROTECTION AND NUCLEAR SAFETY AGENCY (ARPANSA)
44817	AXURE SOFTWARE SOLUTIONS	AXURE SOFTWARE SOLUTIONS
44818	CLARKSON ITT PTY LIMITED	CLARKSON ITT
44819	DATADEVICE PTY LTD	DATADEVICE
44820	"DATT, BISUN"	"DATT, BISUN"
44821	FUGRO LADS CORPORATION PTY LTD	FUGRO LADS CORPORATION
44822	II INTERNATIONAL BUSINESS PTY. LTD	II INTERNATIONAL BUSINESS
44823	KOGAN AUSTRALIA PTY LTD	KOGAN AUSTRALIA
44824	LAWRENCE & HANSON GROUP PTY LTD	LAWRENCE & HANSON GROUP
44825	"LAWRENCE, JASON"	"LAWRENCE, JASON"
44826	LIVESTREAM AUSTRALIA PTY. LTD.	LIVESTREAM AUSTRALIA
44827	MERCER CONSULTING (AUSTRALIA) PTY LTD	MERCER CONSULTING (AUSTRALIA)
44828	"MILLIGAN, ANN"	"MILLIGAN, ANN"
44829	"NGUYEN, CHI THI PHUONG"	"NGUYEN, CHI THI PHUONG"
44830	OPSWAT	OPSWAT
44831	SHIRE SECURITY PTY LIMITED	SHIRE SECURITY
44832	SOLTECT PTY LTD	SOLTECT
44833	THE TRUSTEE FOR XCENTRAL UNIT TRUST	THE TRUSTEE FOR XCENTRAL UNIT TRUST
44834	"AMAZON WEB SERVICES, INC."	AMAZON WEB SERVICES
44835	ASCOM INTEGRATED WIRELESS PTY LTD	ASCOM INTEGRATED WIRELESS
44836	BELLWETHER CONTRACTORS PTY LTD	BELLWETHER CONTRACTORS
44837	BLS JFROG LTD	BLS*JFROG
44838	COMPONENTS PLUS PTY. LTD.	COMPONENTS PLUS
44839	DEFINITIVE EVENTS PTY LTD	DEFINITIVE EVENTS
44840	EBA SOLUTIONS PTY LIMITED	EBA SOLUTIONS
44841	ELBIT SYSTEMS OF AUSTRALIA P/L-EURO	ELBIT SYSTEMS
44842	ENGINEERS ENTERPRISE PTY LTD	ENGINEERS ENTERPRISE
44843	ENVIZI AUSTRALIA PTY LTD	ENVIZI
44844	ESSENTIAL ICT PTY. LTD.	ESSENTIAL ICT
44845	GOV LAW TECH SERVICES PTY LTD	GOV LAW TECH SERVICES
44846	IT CHANNEL PTY LTD	IT CHANNEL
44847	JUSTICETRAX INC.	JUSTICETRAX
44848	LITHIUM TECHNOLOGIES INC	LITHIUM TECHNOLOGIES
44849	NEAME CONSULTANCY PTY LTD	NEAME CONSULTANCY
44850	NSERVICEBUS LTD.	NSERVICEBUS
44851	OVID TECH ONLINE SUBSC	OVID TECH ONLINE SUBSC
44852	"QUARMBY, NEIL KENDALL"	"QUARMBY, NEIL KENDALL"
44853	REASON GROUP PTY LTD	REASON GROUP
44854	RELX NEDERLAND B.V.	RELX NEDERLAND
44855	ROYAL AUSTRALASIAN COLLEGE OF SURGEONS	ROYAL AUSTRALASIAN COLLEGE OF SURGEONS
44856	SERVICENOW AUSTRALIA PTY LTD	SERVICENOW
44857	TEAMSTUDIO	TEAMSTUDIO
44858	THE TRUSTEE FOR CRITERION TRUST	THE TRUSTEE FOR CRITERION TRUST
44859	THE TRUSTEE FOR MURRAY FAMILY TRUST	THE TRUSTEE FOR MURRAY FAMILY TRUST
44860	TPG NETWORK PTY LTD	TPG TELECOM
44861	WOODS HOLE OCEANOGRAPHIC INSTITUTION	WOODS HOLE OCEANOGRAPHIC
44862	WWW.REDGATE.COM USD	WWW.REDGATE.COM
44863	AVALEE PTY LTD	AVALEE
44864	BEYONDTRUST	BEYONDTRUST
44865	CAMCODE AUSTRALIA PTY LTD	CAMCODE AUSTRALIA
44866	CHANGE FOCUS GROUP PTY LTD	CHANGE FOCUS GROUP
44867	CHRISTMAS ISLAND INTERNET ADMINISTR	CHRISTMAS ISLAND INTERNET ADMINISTRATION
44868	DALET AUSTRALIA PTY. LIMITED	DALET AUSTRALIA
44869	DEPARTMENT OF THE ENVIRONMENT AND ENERGY	DEPARTMENT OF THE ENVIRONMENT AND ENERGY
44870	GOSOURCING PTY LTD	GOSOURCING
44871	HONG KONG TELECOMMUNICATIONS (HKT) LIMITED	HONG KONG TELECOMMUNICATIONS
44872	IBT WIZARD PTY LTD	IBT WIZARD
44873	INVISIONAPP INC	INVISIONAPP
44874	"MCDERMOTT, ALEX"	"MCDERMOTT, ALEX"
44875	MONIKA PTY LTD	MONIKA
44876	ONLINE COMPLIANCE SYSTEMS PTY LTD	ONLINE COMPLIANCE SYSTEMS
44877	SANDBOX COMPANY PTY LTD	SANDBOX COMPANY
44878	SEER SECURITY PTY LTD	SEER SECURITY
44879	"STEPHENS, ANDREW ALLAN"	"STEPHENS, ANDREW ALLAN"
44880	SYSTEMS THINKING CONSULTING PTY LTD	SYSTEMS THINKING CONSULTING
44881	T HAMS PTY LTD	T HAMS
44882	TEST GRID (AUST) PTY LTD	TEST GRID (AUST)
44883	THE PUBLIC AFFAIRS RECRUITMENT COMPANY PTY LTD	THE PUBLIC AFFAIRS RECRUITMENT COMPANY
44884	THE TRUSTEE FOR DELOITTE RISK ADVISORY TRUST	THE TRUSTEE FOR DELOITTE RISK ADVISORY TRUST
44885	THE TRUSTEE FOR FILM AND TAPE SALES AUSTRALIA UNIT TRUST(FATS DIGITAL SERVICE PTYLTD)	THE TRUSTEE FOR FILM AND TAPE SALES AUSTRALIA UNIT TRUST(FATS DIGITAL SERVICE PTYLTD)
44886	THE TRUSTEE FOR ONEPATH MASTERFUND	THE TRUSTEE FOR ONEPATH MASTERFUND
44887	THOMSON REUTERS (SCIENTIFIC)	THOMSON REUTERS
44888	TOBIAS & TOBIAS PTY LTD	TOBIAS & TOBIAS
44889	TPG INTERNET PTY LTD	TPG TELECOM
44890	ZIRCODATA PTY LTD	ZIRCODATA
44891	ANSIBLE PTY LTD	ANSIBLE
44892	ASSURED IT PTY LTD	ASSURED IT
44893	CELLEBRITE ASIA PACIFIC PTE LTD	CELLEBRITE ASIA PACIFIC
44894	CGG ELECTROMAGNETICS (ITALY) SRL	CGG ELECTROMAGNETICS (ITALY) SRL
44895	C-MAP NORWAY AS	C-MAP
44896	CRUCIAL PARADIGM PTY LTD	CRUCIAL PARADIGM
44897	DEPARTUREPOWER AVIATION SERVICES PTY LTD	DEPARTUREPOWER AVIATION SERVICES
44898	DIGITAL RIVER INTERNATIONAL S.A.R.I	DIGITAL RIVER INTERNATIONAL S.A.R.I
44899	DIGITAL SCIENCE AND RESEARCH SOLUTIONS	DIGITAL SCIENCE AND RESEARCH SOLUTIONS
44900	EJ2 COMMUNICATIONS INC	EJ2 COMMUNICATIONS
44901	ELUMINA ELEARNING PTY LTD	ELUMINA ELEARNING
44902	ENT. SERVICES AUSTRALIA PTY LTD	HEWLETT-PACKARD
44903	ERGONOMIC WORKSTATION PRODUCTS PTY LTD	ERGONOMIC WORKSTATION PRODUCTS
44904	FIDO ALLIANCE	FIDO ALLIANCE
44905	INTERNATIONAL AIR TRANSPORT ASSOC	INTERNATIONAL AIR TRANSPORT
44906	IT. GLOVEBOX PTY LTD	IT. GLOVEBOX
44907	LOCKHEED MARTIN UK AMPTHILL LIMITED	LOCKHEED MARTIN
44908	LOGBINDER	LOGBINDER
44909	LUCID SOFTWARE	LUCID SOFTWARE
44910	"MCLEAN, VICKI ANN"	"MCLEAN, VICKI ANN"
44911	MEITRACK GROUP	MEITRACK GROUP
44912	MELLORI SOLUTIONS PTY LTD	MELLORI SOLUTIONS
44913	MT CONSULTING (NSW) PTY. LTD.	MT CONSULTING (NSW)
44914	OPENLAB (WA) PTY. LTD.	OPENLAB (WA)
44915	PACIFIC RIM PTY. LTD.	PACIFIC RIM
44916	PYMT PRCD BY BLUESNAP	PYMT PRCD BY BLUESNAP
44917	QUALYS INC	QUALYS
44918	QUINTIQ PTY LTD	QUINTIQ
44919	REINHART F/TRUST & STEWART D/TRUST	REINHART F/TRUST & STEWART D/TRUST
44920	RHEINMETALL ELECTRONICS PTY LTD	RHEINMETALL ELECTRONICS
44921	"SCHROETER, BENJAMIN JOSEPH ERIC"	"SCHROETER, BENJAMIN JOSEPH ERIC"
44922	SECURE HARD DRIVE DESTRUCTION PTY. LTD.	SECURE HARD DRIVE DESTRUCTION
44923	SOUTH AUSTRALIAN WATER CORPORATION	SOUTH AUSTRALIAN WATER CORPORATION
44924	STATE RECORDS	STATE RECORDS
44925	STUART MILNER	STUART MILNER
44926	THE TRUSTEE FOR CUBICLE 4 TRUST	THE TRUSTEE FOR CUBICLE 4 TRUST
44927	THE TRUSTEE FOR SSQUARE CONSULTING TRUST	THE TRUSTEE FOR SSQUARE CONSULTING TRUST
44928	THE TRUSTEE FOR THE COVINO BUSINESS TRUST	THE TRUSTEE FOR THE COVINO BUSINESS TRUST
44929	THE TRUSTEE FOR THE WAIBEL FAMILY TRUST	THE TRUSTEE FOR THE WAIBEL FAMILY TRUST
44930	TRANSPARENT LANGUAG	TRANSPARENT LANGUAG
44931	UNIVERSITIES SPACE RESEARCH	UNIVERSITIES SPACE RESEARCH
44932	URBAN AIRSHIP INC	URBAN AIRSHIP
44933	VAULT SYSTEMS PTY. LTD.	VAULT SYSTEMS
44934	W. & F. PASCOE PTY LTD	W. & F. PASCOE
44935	2IC LIMITED	2IC
44936	33 CREATIVE PTY LIMITED	33 CREATIVE
44937	ABM INTELLIGENCE LIMITED	ABM INTELLIGENCE
44938	ACTE PTY LTD	ACTE
44939	ADVANCED COMMUNICATIONS	ADVANCED COMMUNICATIONS
44940	AGED & COMMUNITY SERVICES AUSTRALIA INCORPORATED	AGED & COMMUNITY SERVICES
44941	APPIAN SOFTWARE SWITZERLAND LLC	APPIAN SOFTWARE SWITZERLAND
44942	ASIA PACIFIC SIMULATION ALLIANCE PTY LTD	ASIA PACIFIC SIMULATION ALLIANCE
44943	AT&T CORP	AT&T CORP
44944	AUSTRALIAN FUTURES PROJECT LIMITED	AUSTRALIAN FUTURES PROJECT
44945	BEDARRA RESEARCH LABS PTY LTD	BEDARRA RESEARCH LABS
44946	BERSIN & ASSOCIATES	BERSIN & ASSOCIATES
44947	BMNT PARTNERS LLC	BMNT PARTNERS
44948	BRIGHTLABS PTY LTD	BRIGHTLABS
44949	BROWSERSTACK	BROWSERSTACK
44950	CHARTERPOINT PTY LTD	CHARTERPOINT
44951	"COHNEY, SHAANAN NATANEL"	"COHNEY, SHAANAN NATANEL"
44952	CUSHMAN & WAKEFIELD PTY LTD	CUSHMAN & WAKEFIELD
44953	"DATAPATH, INC. DBA DATAPATH"	DATAPATH DBA DATAPATH
44954	"DAY, KYLE"	"DAY, KYLE"
44955	DE VRIES ET AL PTY LTD	DE VRIES ET AL
44956	DEPARTMENT OF COMMUNICATIONS AND THE ARTS	DEPARTMENT OF COMMUNICATIONS AND THE ARTS
44957	DERIVE CONSULTING PTY LTD	DERIVE CONSULTING
44958	DIGITAL MANUFACTURING TECHNOLOGIES PTY LTD	DIGITAL MANUFACTURING TECHNOLOGIES
44959	DTS WORLDWIDE PTY LTD	DTS WORLDWIDE
44960	DYNAMIC DATA SOLUTIONS PTY LTD	DYNAMIC DATA SOLUTIONS
44961	FLIGHTSCAPE	FLIGHTSCAPE
44962	FOREFRONT ANALYTICS PTY. LTD.	FOREFRONT ANALYTICS
44963	FRISK-SEARCH PTY LTD	FRISK-SEARCH
44964	GETGO AUS PTY LTD	GETGO AUS
44965	GEVITY CONSULTING INC.	GEVITY CONSULTING
44966	HAYLIX PTY LTD	HAYLIX
44967	"HIND, PHILIP"	"HIND, PHILIP"
44968	IHS GLOBAL PTE. LTD.	IHS
44969	JCPDS INTERNATIONAL CENTRE FORDIFFR	JCPDS INTERNATIONAL CENTRE FORDIFFR
44970	LEADING AGE SERVICES AUSTRALIA LIMITED	LEADING AGE SERVICES
44971	MATERIALISE SDN BHD	MATERIALISE SDN BHD
44972	MODALITY SYSTEMS PTY LTD	MODALITY SYSTEMS
44973	MORNINGSTAR AUSTRALASIA PTY LIMITED	MORNINGSTAR AUSTRALASIA
44974	MURINBIN GROUP PTY LTD	MURINBIN GROUP
44975	NAGIOS ENTERPRISES LLC	NAGIOS ENTERPRISES
44976	PERTH PROFESSIONAL SALES & SERVICE PTY LTD	PERTH PROFESSIONAL SALES & SERVICE
44977	PLUTUS PAYROLL AUSTRALIA PTY. LTD.	PLUTUS PAYROLL
44978	PRICEWATERHOUSECOOPERS CONSULTING (AUSTRALIA) PTY LIMITED	PWC
44979	PRIORITY MANAGEMENT AUSTRALIA PTY LTD	PRIORITY MANAGEMENT
44980	RCR RESOLVE FM PTY LTD	RCR RESOLVE FM
44981	REEF AND RAINFOREST RESEARCH CENTRE LTD	REEF AND RAINFOREST RESEARCH CENTRE
44982	"REYNOLDS, BIN"	"REYNOLDS, BIN"
44983	"ROBERTSON, CEDRIC BARRY"	"ROBERTSON, CEDRIC BARRY"
44984	SAFETRUST PTY LTD	SAFETRUST
44985	SIMON TRANSPORT PTY. LTD.	SIMON TRANSPORT
44986	SOCOM PTY LTD	SOCOM
44987	SOUND & VISION AUSTRALIA PTY LTD	SOUND & VISION
44988	THE COMMS COLLECTIVE PTY LTD	THE COMMS COLLECTIVE
44989	THE MEFFERT FAMILY TRUST & THE PERKINS FAMILY TRUST	THE MEFFERT FAMILY TRUST & THE PERKINS FAMILY TRUST
44990	THE TRUSTEE FOR CAPITAL RECRUIT UNIT TRUST	THE TRUSTEE FOR CAPITAL RECRUIT UNIT TRUST
44991	THE TRUSTEE FOR THE FURPHY FAMILY TRUST	THE TRUSTEE FOR THE FURPHY FAMILY TRUST
44992	THE TRUSTEE FOR THE KNOWLES BRISTOW TRUST	THE TRUSTEE FOR THE KNOWLES BRISTOW TRUST
44993	THE VERNER-MACKAY GROUP PTY LTD	THE VERNER-MACKAY GROUP
44994	THESOCO PTY LTD	THESOCO
44995	TRIUMPH ACTUATION SYSTEMS - VALENCI	TRIUMPH ACTUATION SYSTEMS - VALENCI
44996	ABBOTT AUSTRALASIA PTY LTD	ABBOTT AUSTRALASIA
44997	BAYFRONT UX PTY LTD	BAYFRONT UX
44998	"BRANCHFIRE, INC."	BRANCHFIRE
44999	CACI INTERNATIONAL INC	CACI
45000	CAENDRA INC	CAENDRA
45001	CIENA CORPORATION	CIENA CORPORATION
45002	CONCUR TECHNOLOGIES	CONCUR
45003	"CRANE, RUSSELL HARRY"	"CRANE, RUSSELL HARRY"
45004	"DADSWELL, ROHAN"	"DADSWELL, ROHAN"
45005	EASON FAMILY TRUST	EASON FAMILY TRUST
45006	ECS FEDERAL LLC	ECS FEDERAL
45007	EOMAP AUSTRALIA PTY LTD	EOMAP
45008	FINMECCANICA SPA	FINMECCANICA SPA
45009	FIREEYE IRELAND LIMITED	FIREEYE
45010	FOREIGN AND COMMONWEALTH OFFICE	FOREIGN & COMMONWEALTH OFFICE
45011	GCODE ENGINEERING SOLUTIONS PTY LTD	GCODE ENGINEERING SOLUTIONS
45012	"GONELLA, SHAMUS ADOLPHUS"	"GONELLA, SHAMUS ADOLPHUS"
45013	GOOGLE AUSTRALIA PTY LTD	GOOGLE
45014	"HAYES, VICTORIA ANN"	"HAYES, VICTORIA ANN"
45015	HEX-RAYS SA	HEX-RAYS
45016	INTERLINK CORPORATE SERVICES PTY. LTD.	INTERLINK CORPORATE SERVICES
45017	IOM PTY LTD	IOM
45018	LITTLE BY LITTLE PRODUCTIONS PTY LTD	LITTLE BY LITTLE PRODUCTIONS
45019	MAINFRAME CLOUD OPERATIONS PTY LTD	MAINFRAME CLOUD OPERATIONS
45020	MURPHY DARREN & RACHEL	MURPHY DARREN & RACHEL
45021	NOMAT PTY LTD	NOMAT
45022	NORTH SHORE LABS PTY. LTD.	NORTH SHORE LABS
45023	NTT SECURITY (AUSTRALIA) PTY LTD	NTT SECURITY (AUSTRALIA)
45024	OZEDI HOLDINGS PTY LTD	OZEDI HOLDINGS
45025	PHC PROJECTS PTY LTD	PHC PROJECTS
45026	PROMETHEUS GROUP ENTERPRISES LLC	PROMETHEUS GROUP ENTERPRISES
45027	PROM-TEL PTY LIMITED	PROM-TEL
45028	PUPPET INC	PUPPET
45029	QUALTRICS	QUALTRICS
45030	"QUINN, WILLIAM BRIAN"	"QUINN, WILLIAM BRIAN"
45031	SARL JEOBROWSER	SARL JEOBROWSER
45032	SLEEKFRAME PTY LIMITED	SLEEKFRAME
45033	TAXANALYSTS	TAXANALYSTS
45034	TAYLOR FRY PTY LTD	TAYLOR FRY
45035	TEZET PTY. LTD.	TEZET
45036	THE TRUSTEE FOR CONVERGE FOUNDATION GROUP UNIT TRUST	THE TRUSTEE FOR CONVERGE FOUNDATION GROUP UNIT TRUST
45037	THE TRUSTEE FOR G & L BAYNHAM FAMILY TRUST T/AS CANBERRA COMMUNICATIONS	THE TRUSTEE FOR G & L BAYNHAM FAMILY TRUST T/AS CANBERRA COMMUNICATIONS
45038	THE TRUSTEE FOR P & K CROSS INVESTMENT TRUST	THE TRUSTEE FOR P & K CROSS INVESTMENT TRUST
45039	THE TRUSTEE FOR PME FAMILY TRUST	THE TRUSTEE FOR PME FAMILY TRUST
45040	WILLYAMA SERVICES PTY LIMITED	WILLYAMA SERVICES
45041	WORDSTATION PTY LIMITED	WORDSTATION
45042	WRITE-MINDED PTY. LTD.	WRITE-MINDED
45043	SALMAT CONTACT SOLUTIONS AUSTRALIA PTY LTD	SALMAT
45044	VICTORIAN CYTOLOGY SERVICE INC	VICTORIAN CYTOLOGY SERVICE
45045	BULL & BEAR SPECIAL ASSIGNMENTS PTY LTD	BULL & BEAR SPECIAL ASSIGNMENTS
45046	KARTOZA PTY LTD	KARTOZA
45047	NETFORD PTY. LTD.	NETFORD
45048	MEDINA FAMILY TRUST	MEDINA FAMILY TRUST
45049	COLLEGE OF CHARLESTON	COLLEGE OF CHARLESTON
45050	MAINSTAY IT PR PTY LTD	MAINSTAY IT PR
45051	RECRUITMENT SOLUTIONS (A DIVISION OF CHANDLER MACLEOD) PTY LTD	CHANDLER MACLEOD
45052	PM IT PTY LTD	PM IT
45053	INFOCAPITAL PTY LTD	INFOCAPITAL
45054	STATISTISC NETHERLANDS	STATISTICS NETHERLANDS
45055	EVEREDGEIP AUSTRALIA PTY. LTD.	EVEREDGEIP AUSTRALIA
45056	PROCESS OPTIMIZATION CORPORATION	PROCESS OPTIMIZATION CORPORATION
45057	TERRAGO TECHNOLOGIES	TERRAGO TECHNOLOGIES
45058	INTELCENTER	INTELCENTER
45059	SANDHURST GEOTECH PTY LTD	SANDHURST GEOTECH
45060	INMARSAT NAVIGATION VENTURES LIMITED	INMARSAT NAVIGATION VENTURES
45061	IOM - 00905963	IOM - 00905963
45062	ADI MUNITIONS PTY LIMITED	ADI MUNITIONS
45063	L3 OCEANIA PTY LIMITED	L-3 GROUP
45065	ICCPM SOLUTIONS PTY LTD	ICCPM SOLUTIONS
45066	THE TRUSTEE FOR SB GOYNE FAMILY TRUST	THE TRUSTEE FOR SB GOYNE FAMILY TRUST
45067	"MISTRAS GROUP, INC. DBA NDT AUTOMAT"	MISTRAS GROUP
45068	THE TRUSTEE FOR BURGESS FAMILY TRUST	THE TRUSTEE FOR BURGESS FAMILY TRUST
45069	ORS IT ENTERPRISES PTY LTD	ORS IT ENTERPRISES
45070	SERVEGATE AUSTRALIA PTY LTD	SERVEGATE AUSTRALIA
45071	SIEMENS INDUSTRY SOFTWARE PTE LTD	SIEMENS
45072	"MARSHALL, SHANE PETER"	"MARSHALL, SHANE PETER"
45073	NYFIX INC	NYFIX
45074	NUVI	NUVI
45075	ROLLER NETWORKS AUSTRALIA PTY LTD	ROLLER NETWORKS AUSTRALIA
45076	IBL LIMITED	IBL
45077	"LEE, REBECCA MAREE"	"LEE, REBECCA MAREE"
45078	INTEGRATED PROCUREMENT TECHNOLOGIES	INTEGRATED PROCUREMENT TECHNOLOGIES
45079	SONNEX PTY LTD	SONNEX
45080	THE TRUSTEE FOR THE ADTECH TRUST	THE TRUSTEE FOR THE ADTECH TRUST
45081	THE TRUSTEE FOR D & H TRUST & THE TRUSTEE FOR J & T FAMILY TRUST	THE TRUSTEE FOR D & H TRUST & THE TRUSTEE FOR J & T FAMILY TRUST
45082	GROUPE SHAREGATE INC.	GROUPE SHAREGATE
45083	MATCHMASTER COMMUNICATIONS PTY LIMITED	MATCHMASTER COMMUNICATIONS
45084	LEIDOS AUSTRALIA PTY LIMITED	LEIDOS
45085	WINSIDER SEMINARS & SOLUTIONS INC	WINSIDER SEMINARS & SOLUTIONS
45086	RALLY SOFTWARE DEVELOPMENT CORP.	RALLY SOFTWARE DEVELOPMENT
45087	"PAULL, ROSS"	"PAULL, ROSS"
45088	HRONBOARD PTY LTD	HRONBOARD
45089	PUREPROFILE AUSTRALIA PTY LIMITED	PUREPROFILE AUSTRALIA
45090	INTERMEDIUM PTY LTD	INTERMEDIUM
45091	TEAM CATALYST PTY LTD	TEAM CATALYST
45092	J T HUXHAM PTY LTD	J T HUXHAM
45093	SITBACK SOLUTIONS PTY LTD	SITBACK SOLUTIONS
45094	PARENT-INFANT RESEARCH INSTITUTE INC.	PARENT-INFANT RESEARCH INSTITUTE
45095	DEFINITI PTY LTD	DEFINITI
45096	LOGIN VSI B.V.	LOGIN VSI
45097	AMPL OPTIMIZATION INC	AMPL OPTIMIZATION
45098	ADXSTUDIO INC	ADXSTUDIO
45099	THE TRUSTEE FOR APOLLO ELEVEN UNIT TRUST	THE TRUSTEE FOR APOLLO ELEVEN UNIT TRUST
45100	SMART BUSINESS SYSTEMS PTY LTD	SMART BUSINESS SYSTEMS
45101	DOLPHIN COMPUTER ACCESS LTD	DOLPHIN COMPUTER ACCESS
45102	THE TRUSTEE FOR MANGANO IT SOLUTIONS	THE TRUSTEE FOR MANGANO IT SOLUTIONS
45103	OPEN WINDOWS SOFTWARE PTY LTD	OPEN WINDOWS SOFTWARE
45104	"PIETROBON, STEVEN SLVIO"	"PIETROBON, STEVEN SLVIO"
45105	THE TRUSTEE FOR GRAHAM RAINBIRD FAMILY TRUST & THE TRUSTEE FOR LASS TRUST NO 1	THE TRUSTEE FOR GRAHAM RAINBIRD FAMILY TRUST & THE TRUSTEE FOR LASS TRUST NO 1
45106	"WHISPERROOM, INC."	WHISPERROOM
45107	TELCO ANTENNAS PTY. LTD.	TELCO ANTENNAS
45108	THE TRUSTEE FOR CODECOM BUSINESS TRUST	THE TRUSTEE FOR CODECOM BUSINESS TRUST
45109	DXC TECHNOLOGY AUSTRALIA PTY LIMITED	DXC TECHNOLOGY AUSTRALIA
45110	GMV AEROSPACE AND DEFENCE S.A.	GMV AEROSPACE AND DEFENCE S.A.
45111	CBA STRATEGIC IT PTY LTD	CBA STRATEGIC IT
45112	VERILUMA SOFTWARE PTY LTD	VERILUMA
45113	"GENERAL DYNAMICS MISSION SYSTEMS,!I"	GENERAL DYNAMICS
45114	CANONICAL SOLUTIONS PTY LTD	CANONICAL SOLUTIONS
45115	SAGE SOFTWARE AUSTRALIA PTY LTD	SAGE SOFTWARE
45116	"WALDEN, DAVID JOHN"	"WALDEN, DAVID JOHN"
45117	OPMANTEK LTD	OPMANTEK
45118	SPOTINST PTY LTD	SPOTINST
45119	RELIABLE PROJECT MANAGEMENT PTY LTD	RELIABLE PROJECT MANAGEMENT
45120	CARGOTEC AUSTRALIA PTY LTD	CARGOTEC AUSTRALIA
45121	ARTAS PTY LTD	ARTAS
45122	BETTER COMPLIANCE INC	BETTER COMPLIANCE
45123	TECHNOCRAT HOLDINGS PTY. LTD.	TECHNOCRAT
45124	RENEWTRAK GLOBAL SERVICES PTY LTD	RENEWTRAK GLOBAL SERVICES
45125	BROOKE INSTITUTE PTY LTD	BROOKE INSTITUTE
45126	NAVANTIA AUSTRALIA PTY LTD	NAVANTIA
45127	L-3 COMMUNICATIONS CORPORATION!DBA	L-3 GROUP
45128	SR (AUST) PTY LTD	SR
45129	ENVISION I. T. PTY LTD	ENVISION I.T.
45130	MOODYS ANALYTICS SINGAPORE PTE LTD	MOODYS ANALYTICS SINGAPORE
45131	SPRINQ PTY LTD	SPRINQ
45132	MACGREGOR AUSTRALIA PTY LTD	MACGREGOR AUSTRALIA
45133	SECURITE PTY LTD	SECURITE
45134	NEXTGEN HOLDINGS PTY LTD	NEXTGEN GROUP
45135	THE KNOWLEDGE ACADEMY AUSTRALIA PTY LIMITED	THE KNOWLEDGE ACADEMY AUSTRALIA
45136	SRC AUS PTY LTD	SRC AUS
45137	COPIERS EXCELLENCE PTY LTD	COPIERS EXCELLENCE
45138	DIRECT ERGONOMICS PTY. LIMITED	DIRECT ERGONOMICS
45139	QTOMAC PTY LTD	QTOMAC
45140	ADDCOM PTY LTD	ADDCOM CONTACT SOLUTIONS
45141	"SPROUT SOCIAL, INC."	SPROUT SOCIAL
45142	COX PURTELL STAFFING SERVICES PTY. LIMITED	COX PURTELL STAFFING SERVICES
45143	CRECARE LLC	CRECARE
45144	R.I CLAYDEN & W.F KENT	R.I CLAYDEN & W.F KENT
45145	CIRRUS NETWORKS PTY. LTD.	CIRRUS NETWORKS
45146	CLOUDTEN INDUSTRIES PTY LTD	CLOUDTEN INDUSTRIES
45147	CAMBRIDGE PIXEL	CAMBRIDGE PIXEL
45148	DEXUS ONE PTY LTD	DEXUS ONE
45149	QUALITEAM SOFTWARE LIMITED	QUALITEAM SOFTWARE
45150	NITRO PDF PTY LTD	NITRO PDF
45151	GARTNER-ROSE PTY LTD	GARTNER-ROSE
45152	SENSE INDUSTRIES PTY LTD	SENSE INDUSTRIES
45153	PEN10 SERVICES PTY LTD	PEN10 SERVICES
