IdSon,Description,sonid,AustenderCategory,Status,internalcomment,ContractProcessingCategory,ContractProcessingSubCategory,IdCat,Title
1410,Servicing and maintaining aircraft fitted fire extinguisher,SON65781,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1411,"Repair, Overhaul and Modification of Aircraft and Auxilliary equipment",SON65802,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1412,Standing Offer for the Repair and Overhaul of ADF Aircraft Fuel Cells. Standing Offer in place for period 14-3-2002 to 13-3-2009,SON65808,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1413,"O-ring, Window Optical, Pin Quick Release, actuator, Solinoid Electrical, Counter Electrical,Cap Pneumatic Vlave, Vlave Core, cover Access, cover Camera Weather Protection, Guide Cartridge Ammunition, Can Ammunition, & cover Gun Mount.",SON65811,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1414,Repair/Overhaul of aviation instruments,SON65823,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1415,Maintenacne of Airborne Oxygen Equipment,SON65827,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1416,Repair/overhaul of aviation instruments,SON65828,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1417,Mainenance of Aircraft Engine Instruments,SON65830,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1418,Maintenance of Avionics Equipment,SON65836,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1419,Surface finishing of aircraft and aircraft components,SON65838,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1420,Electricity supply to Department of Defence establishments in SA,SON66598,Electric utilities,Inactive,,Non-ICT,Non-ICT,53,
1421,Provision of Office Removal and Relocation Services,SON66600,Transportation and Storage and Mail Services,Inactive,,Non-ICT,Non-ICT,53,
1422,"Towbar, Motor Vehicle, and Rod Ground.",SON67033,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1423,Transcription Services,SON67034,Transcription or translation systems or kits,Inactive,,Non-ICT,Non-ICT,53,
1424,"Connector, Receptacle Electrical, guard Switch, Switch Toggle, Display Unit, Interface Unit Fire, Electronic Unit, Cable Assembly Power elctrical, Cable Assembly Special, Grip Assembly, Panel Control Electronic & Cable Assembly Special.",SON67039,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1425,"FAN CENTRIFUGAL BLOWER AND TANK RADIATOR,OVERFLOW NSN- 4140-66-152-8816 AND 2930-66-152-0304",SON67049,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1426,"BOLT MACHINE, BAG TEXTILE,KEY SOCKET HEAD SCREW, WRENCH BOX, POLE TENT, CAPT PROTECTIVE DUST, PANEL CONTROL, ELECTRICAL, TABLE WORK, PAWL, RIFLE CLIP, TAPE,PRESSURE SENSITIVE, BRACKET VEHICULAR, CRADLE FUEL TANK.",SON67053,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1427,"Research, facilitation analysis and reporting services",SON67062,Engineering and Research and Technology Based Services,Inactive,,Non-ICT,Non-ICT,53,
1428,"Extension Grease Gun, Can, Dispensing funnel top, Filler Neck Assembly.",SON67186,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1429,CHAIN ASSEMBLY SINGLE LEG NSN- 4010-66-086-8464,SON67191,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1430,"CABLE KIT SPECIAL POWER, LIGHT EXTENSION, SCREW CAP SOCKET",SON67197,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1431,SOLENOID ELECTRICAL,SON67199,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1432,SHACKLE,SON67200,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1433,LUBRICATING GUN HAND,SON67223,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1434,"Graphic design services - design of printed material such as publications, brochures, and posters",SON67239,Graphic design,Inactive,,Non-ICT,Non-ICT,53,
1435,"Printing Services - Small volume of digital printing, Large scale offset printing, Specialist printing services",SON67277,Reproduction services,Inactive,,Non-ICT,Non-ICT,53,
1436,Provision of bus charter services for AFP,SON67385,Chartered bus services,Inactive,,Non-ICT,Non-ICT,53,
1437,"For the provision of services to conduct and facilitate industry workshops, meetings, communities of practice, good practice assessments within the Energy Efficiency Program",SON67386,Management and Business Professionals and Administrative Services,Inactive,,Non-ICT,Non-ICT,53,
1438,Provision of Fire Training Services to the Australian Antarctic Division,SON67748,Utilities,Inactive,,Non-ICT,Non-ICT,53,
1439,Provision of Intergrated Data Mgt Systems Services,SON67923,Military services and national defence,Inactive,,Non-ICT,Non-ICT,53,
1440,Provision of Systems Engineering & Logistics Support Services for NASPO,SON68023,Military services and national defence,Inactive,,Non-ICT,Non-ICT,53,
1441,Supply of Bread and Bread Rolls to Department of Defence Darwin Region,SON68094,Bread and bakery products,Inactive,,Non-ICT,Non-ICT,53,
1442,Supply of Fresh Fruit and Vegetables to Department of Defence Darwin Region,SON68121,Fruits and vegetables and nuts and seeds,Inactive,,Non-ICT,Non-ICT,53,
1443,"Supply of Meat,Bacon, Ham and Smallgoods to the Department of Defence Darwin Region",SON68133,Food and Beverage Products,Inactive,,Non-ICT,Non-ICT,53,
1444,Supply of Seafod to the Department of Defence Darwin Region,SON68137,Seafood,Inactive,,Non-ICT,Non-ICT,53,
1445,Supply of Eggs to the Department Defence Darwin Region,SON68140,Dairy products and eggs,Inactive,,Non-ICT,Non-ICT,53,
1446,Supply of Groceries to the Department of Defence Darwin Region,SON68149,Prepared and preserved foods,Inactive,,Non-ICT,Non-ICT,53,
1447,Ergonomic Workstation Assessments,SON68150,Occupational health or safety services,Inactive,,Non-ICT,Non-ICT,53,
1448,Supply Butter Cheese and Margarine to the Department of Defence Darwin Region,SON68151,Dairy products and eggs,Inactive,,Non-ICT,Non-ICT,53,
1449,"Supply of Milk, Cream and Yogurt to the Department of Defence Darwin Region",SON68153,Dairy products and eggs,Inactive,,Non-ICT,Non-ICT,53,
1450,Supply of Frozen Goods to the Department of Defence Darwin Region,SON68154,Prepared and preserved foods,Inactive,,Non-ICT,Non-ICT,53,
1451,Supply of Meat Cuts and Offal to the Department of Defence RAAF Base Tindal,SON68156,Fresh processed or prepared meats,Inactive,,Non-ICT,Non-ICT,53,
1452,Supply of Bread and Bread Rolls to the Department of Defence RAAF Base Tindal,SON68157,Bread and bakery products,Inactive,,Non-ICT,Non-ICT,53,
1453,Supply of Seafood to the Department of Defence RAAF Base Tindal,SON68158,Seafood,Inactive,,Non-ICT,Non-ICT,53,
1454,"Supply Milk, Cream and Yogurt to the Department of Defence RAAF Base Tindal",SON68159,Dairy products and eggs,Inactive,,Non-ICT,Non-ICT,53,
1455,Supply of Fresh Fruit & Vegetables to the Department of Defence RAAF Base Tindal,SON68160,Fruits and vegetables and nuts and seeds,Inactive,,Non-ICT,Non-ICT,53,
1456,SUpply of Postmix Products and Machines to Department Of Defence Darwin and Katherine Region,SON68183,Soft drinks,Inactive,,Non-ICT,Non-ICT,53,
1457,"NSN- 2540-66-155-8552/2540-66-155-8558 DESCRIPTION- BOX,ACCESSSORIES STOWAGE-DOUBLE LOCKER AND BOX ACCESSORIES STOWAGE LOCKER ASSEMLBY-REAR LEFT",SON68243,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1458,Supply and maintenance of indoor plants,SON68255,Non flowering plants,Inactive,,Non-ICT,Non-ICT,53,
1459,Deed of Standing Offer for the provision of overseas sourced IVIG products,SON68277,Healthcare Services,Inactive,,Non-ICT,Non-ICT,53,
1460,Supply of Security Vetting Services,SON69013,Security and personal safety,Inactive,,Non-ICT,Non-ICT,53,
1461,The provision of Contract Services in relation to supply of workstations and loose furniture for various ACCC office accommodation fitouts around Australia.,SON70676,Commercial and industrial furniture,Inactive,,Non-ICT,Non-ICT,53,
1462,"Maintenance of Aircraft Flight Control Servo Mechanisms, microgrinding, and Associated Technical Services",SON68666,Aircraft,Inactive,,Non-ICT,Non-ICT,53,
1463,Supply of Continuous Positive Airways Pressure (CPAP) equipment and services to entitled persons.,SON70737,Medical Equipment and Accessories and Supplies,Inactive,,Non-ICT,Non-ICT,53,
1464,For the provision of project management training and related services under a panel arrangemen,SON70768,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
1465,Supply & fit out vehicle roof mounted lights & sirens,SON70921,Light weapons and ammunition,Inactive,,Non-ICT,Non-ICT,53,
1466,Salary Packaging agreement,SON71034,Employee benefits law services,Inactive,,Non-ICT,Non-ICT,53,
1467,Provision of auditing services for CRS Australia,SON71040,Government auditing services,Inactive,,Non-ICT,Non-ICT,53,
1468,"NSN'S- 4720-66-154-4392,5945-99-733-6844/3040-66-156-6811 DESCRIPTION- HOSE ASSEMBLY,NONMETALLIC, CUTOUT,THERMAL AND LEVER,REMOTE CONTROL.",SON71343,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1469,"NSN'S- 2540-66-152-1369,3950-01-540-2999,4730-66-156-7140/4730-66-156-7137/4730-66-156-6821/2520-66-156-7134/5130-66-152-0202/5340-66-152-2618. DESCRIPTION- MIRROR HEAD VEHICULAR, TENSIONER PULLEY ASSEMBLY, REDUCER TUBE, ELBOW,TUBE TO HOSE,ELBOW TUBE, BREATHER, BLADE METAL CUTTER, & ROD STRAIGHT HEADLESS.",SON71344,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1470,NSN- 6140-66-152-4556 DESCRIPTION- BATTERY STORAGE (PART NUMBER) BMA13501,SON71345,Commercial and Military and Private Vehicles and their Accessories and Components,Inactive,,Non-ICT,Non-ICT,53,
1471,Management and Provision of Language Tuition Services,SON71493,Business administration services,Inactive,,Non-ICT,Non-ICT,53,
1472,NHMRC register of Independent Reviewers,SON45153,Management and Business Professionals and Administrative Services,Inactive,,Non-ICT,Non-ICT,53,
1473,Security Patrol Attendance after hours,SON71923,Security and personal safety,Inactive,,Non-ICT,Non-ICT,53,
1474,Refurbishment of Bronze plaques at the WA Garden of Rememberance,SON71924,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,53,
1475,Independant Guideline Consultant,SON71983,Management and Business Professionals and Administrative Services,Inactive,,Non-ICT,Non-ICT,53,
1476,Delivery of Linguistic services including training delivery and language proficiency testing. This amendment has corrected the following: Agency Refence ID Category ATM ID The Agency Details have also been updated,SON71984,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
1477,Conference Facilities and catering services for training conducted by SPS in Canberra,SON72001,Educational facilities,Inactive,,Non-ICT,Non-ICT,53,
1478,Project Support Services,SON72307,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1479,Printing Services,SON72441,Offset industrial printing services,Inactive,,Non-ICT,Non-ICT,53,
1480,"TANK FABRIC COLLAPSIBLE (WATER) ASSEMBLY- PILLOW SHAPED TANKS 22,500 LITRE AND 136,000 LITRE.",SON72550,Water storage tanks,Inactive,,Non-ICT,Non-ICT,53,
1481,Supply of Iroquois R3/R4 Deeper Maintenance,SON72555,Military rotary wing aircraft,Inactive,,Non-ICT,Non-ICT,53,
1482,"Supply of Deeper Maintenance of Iroquois and Kiowa Transmissions, Drive Train and Ancillary Equipment and miscellaneous Bell Aircraft Components.",SON72591,Military rotary wing aircraft,Inactive,,Non-ICT,Non-ICT,53,
1483,FALL PREVENTION/PROTECTION DEVICES FOR ADF VEHICLES,SON72605,Safety slings,Inactive,,Non-ICT,Non-ICT,53,
1484,"Deeper Maintenance of Iroquois, Kiowa and Blackhawk Helicopter Main and Tail Rotor Blades and Blackhawk Tip Caps",SON72657,Military rotary wing aircraft,Inactive,,Non-ICT,Non-ICT,53,
1485,"Deeper Maintenance of Lycoming T53 Engines, Components and Accessories",SON72661,Military rotary wing aircraft,Inactive,,Non-ICT,Non-ICT,53,
1486,Deeper Maintenance of Blackhawk and Chinook Aircraft,SON72664,Military rotary wing aircraft,Inactive,,Non-ICT,Non-ICT,53,
1487,"Supply of Management of Repairable Items, Provision of a Technical Assistance Agreement and a Spares Provisioning Agreement for the Australian Army S-70A-9 and Royal Australian Navy S-70B-2 Helicopter Fleets and RAAF Aircraft",SON72666,Military rotary wing aircraft,Inactive,,Non-ICT,Non-ICT,53,
1488,Maintenance of Bell 206B (Kiowa) Helicopters,SON72669,Military rotary wing aircraft,Inactive,,Non-ICT,Non-ICT,53,
1489,Provision of security advisory services,SON72703,Business administration services,Inactive,,Non-ICT,Non-ICT,53,
1490,Legal Services - DFAT Legal Panel,SON72705,Legal services,Inactive,,Non-ICT,Non-ICT,53,
1491,Management and Professional Skills Training,SON72707,Education and Training Services,Inactive,,Non-ICT,Non-ICT,53,
1492,7500L WATER STORAGE TANKS,SON72745,Water storage tanks,Inactive,,Non-ICT,Non-ICT,53,
1493,Repair and Refurbishment of ANZAC Class Frigate Pumps,SON72813,Industrial pumps and compressors,Inactive,,Non-ICT,Non-ICT,53,
1494,"Provision of Maintenance, Parts and Documentation Support, Repair, Testing and Overhaul for Reverse Osmosis Desalination System fitted to FFG Class Ships.",SON72814,Industrial filtering and purification,Inactive,,Non-ICT,Non-ICT,53,
1495,"Provision of maintenance support, spare parts, repair and testing of HP and LP compressors fitted to the FFG Class.",SON72818,Industrial pumps and compressors,Inactive,,Non-ICT,Non-ICT,53,
1496,"Repair, Overhaul & spares support for Reverse Osmisis Units",SON72819,Industrial filtering and purification,Inactive,,Non-ICT,Non-ICT,53,
1497,Supply and Support of ANZAC Class Under Water Valves.,SON72820,Fluid and gas distribution,Inactive,,Non-ICT,Non-ICT,53,
1498,Repair and Refurbishment of HP and LP air Manifolds for the FFG Class,SON72823,Fluid and gas distribution,Inactive,,Non-ICT,Non-ICT,53,
1499,Supply of PAT 50N Life Preservers,SON72857,Personal safety and protection,Inactive,,Non-ICT,Non-ICT,53,
1500,Training Services,SON72866,Electronic educational or vocational texts,Inactive,,Non-ICT,Non-ICT,53,
1501,Vetting Services,SON72872,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1502,Vetting Services,SON72875,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1503,Vetting Services,SON72877,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1504,Vetting Services,SON72878,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1505,Vetting Services,SON72880,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1506,Vetting Services,SON72883,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1507,Employee Assistance Program,SON72887,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1508,Employee Assistance Program,SON72889,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1509,Employee Assistance Program,SON72890,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1510,Employee Assistance Program,SON72891,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1511,Employee Assistance Program,SON72892,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1512,Employee Assistance Program,SON72893,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1513,Employee Assistance Program,SON72895,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1514,Employee Assistance Program,SON72897,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1515,85709562513,SON72939,Project management,Inactive,,Non-ICT,Non-ICT,53,
1516,ChildCare Services,SON72954,Human resources services,Inactive,,Non-ICT,Non-ICT,53,
1517,IN SERVICE SUPPORT FOR WARRENDI PERSONAL LOCATOR BEACON,SON72980,Lifelines or lifeline equipment,Inactive,,Non-ICT,Non-ICT,53,
1518,Freelance Communication Services MUL,SON72984,Communications Devices and Accessories,Inactive,,Non-ICT,Non-ICT,53,
